GO Term,Description,P-value,FDR q-value,Enrichment,N,B,n,b,Genes
GO:0034645,cellular macromolecule biosynthetic process,3.00E-04,4.48E-02,3.03,12835,696,79,13,"[Rps26  -  ribosomal protein s26, Nfib  -  nuclear factor i/b, Aff3  -  af4/fmr2 family, member 3, Rpl8  -  ribosomal protein l8, Rps16  -  ribosomal protein s16, Rpl28  -  ribosomal protein l28, Rps29  -  ribosomal protein s29, Rps3a1  -  ribosomal protein s3a1, B3galt1  -  udp-gal:betaglcnac beta 1,3-galactosyltransferase, polypeptide 1, Rpsa  -  ribosomal protein sa, Rpl37a  -  ribosomal protein l37a, Rbms1  -  rna binding motif, single stranded interacting protein 1, Rpl7  -  ribosomal protein l7]"
GO:0010468,regulation of gene expression,3.68E-04,5.44E-02,1.74,12835,3086,79,33,"[Rps26  -  ribosomal protein s26, Nfib  -  nuclear factor i/b, Hnrnpr  -  heterogeneous nuclear ribonucleoprotein r, Meis2  -  meis homeobox 2, Dlx6os1  -  dlx6 opposite strand rna 1, Bcl11b  -  b cell leukemia/lymphoma 11b, Aff3  -  af4/fmr2 family, member 3, Erbb4  -  v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian), Dlx1  -  distal-less homeobox 1, Kank2  -  kn motif and ankyrin repeat domains 2, Cdon  -  cell adhesion molecule-related/down-regulated by oncogenes, Rps3a1  -  ribosomal protein s3a1, Mllt3  -  myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, drosophila); translocated to, 3, Sox6  -  sry-box containing gene 6, Pbx1  -  pre b cell leukemia homeobox 1, Tcf4  -  transcription factor 4, Cdk6  -  cyclin-dependent kinase 6, Satb2  -  special at-rich sequence binding protein 2, Zbtb20  -  zinc finger and btb domain containing 20, Ascl1  -  achaete-scute complex homolog 1 (drosophila), Suz12  -  suppressor of zeste 12 homolog (drosophila), Iqgap3  -  iq motif containing gtpase activating protein 3, Zbtb18  -  zinc finger and btb domain containing 18, Foxp4  -  forkhead box p4, Tead2  -  tea domain family member 2, Gli2  -  gli-kruppel family member gli2, Epha5  -  eph receptor a5, Nrg1  -  neuregulin 1, Msn  -  moesin, Bcl11a  -  b cell cll/lymphoma 11a (zinc finger protein), Sfrp1  -  secreted frizzled-related protein 1, Maf  -  avian musculoaponeurotic fibrosarcoma (v-maf) as42 oncogene homolog, Basp1  -  brain abundant, membrane attached signal protein 1]"
GO:0006518,peptide metabolic process,3.69E-04,5.40E-02,4.04,12835,362,79,9,"[Rpl28  -  ribosomal protein l28, Rps26  -  ribosomal protein s26, Rps29  -  ribosomal protein s29, Rps3a1  -  ribosomal protein s3a1, Rpsa  -  ribosomal protein sa, Rpl8  -  ribosomal protein l8, Rpl37a  -  ribosomal protein l37a, Rpl7  -  ribosomal protein l7, Rps16  -  ribosomal protein s16]"
GO:0006357,regulation of transcription by RNA polymerase II,3.72E-04,5.39E-02,2.08,12835,1800,79,23,"[Suz12  -  suppressor of zeste 12 homolog (drosophila), Nfib  -  nuclear factor i/b, Meis2  -  meis homeobox 2, Dlx6os1  -  dlx6 opposite strand rna 1, Bcl11b  -  b cell leukemia/lymphoma 11b, Zbtb18  -  zinc finger and btb domain containing 18, Foxp4  -  forkhead box p4, Dlx1  -  distal-less homeobox 1, Tead2  -  tea domain family member 2, Gli2  -  gli-kruppel family member gli2, Kank2  -  kn motif and ankyrin repeat domains 2, Nrg1  -  neuregulin 1, Cdon  -  cell adhesion molecule-related/down-regulated by oncogenes, Sox6  -  sry-box containing gene 6, Bcl11a  -  b cell cll/lymphoma 11a (zinc finger protein), Tcf4  -  transcription factor 4, Pbx1  -  pre b cell leukemia homeobox 1, Cdk6  -  cyclin-dependent kinase 6, Sfrp1  -  secreted frizzled-related protein 1, Satb2  -  special at-rich sequence binding protein 2, Maf  -  avian musculoaponeurotic fibrosarcoma (v-maf) as42 oncogene homolog, Zbtb20  -  zinc finger and btb domain containing 20, Ascl1  -  achaete-scute complex homolog 1 (drosophila)]"
GO:0021953,central nervous system neuron differentiation,3.88E-04,5.57E-02,8.04,12835,101,79,5,"[Bcl11b  -  b cell leukemia/lymphoma 11b, Erbb4  -  v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian), Dlx1  -  distal-less homeobox 1, Gli2  -  gli-kruppel family member gli2, Ascl1  -  achaete-scute complex homolog 1 (drosophila)]"
GO:0045665,negative regulation of neuron differentiation,4.60E-04,6.54E-02,5.05,12835,225,79,7,"[Bcl11a  -  b cell cll/lymphoma 11a (zinc finger protein), Pbx1  -  pre b cell leukemia homeobox 1, Fat3  -  fat tumor suppressor homolog 3 (drosophila), Dleu2  -  deleted in lymphocytic leukemia, 2, Dlx1  -  distal-less homeobox 1, Epha3  -  eph receptor a3, Ascl1  -  achaete-scute complex homolog 1 (drosophila)]"
GO:2000112,regulation of cellular macromolecule biosynthetic process,4.77E-04,6.72E-02,1.79,12835,2722,79,30,"[Nfib  -  nuclear factor i/b, Hnrnpr  -  heterogeneous nuclear ribonucleoprotein r, Meis2  -  meis homeobox 2, Dlx6os1  -  dlx6 opposite strand rna 1, Bcl11b  -  b cell leukemia/lymphoma 11b, Aff3  -  af4/fmr2 family, member 3, Erbb4  -  v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian), Dlx1  -  distal-less homeobox 1, Kank2  -  kn motif and ankyrin repeat domains 2, Rps3a1  -  ribosomal protein s3a1, Cdon  -  cell adhesion molecule-related/down-regulated by oncogenes, Mllt3  -  myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, drosophila); translocated to, 3, Sox6  -  sry-box containing gene 6, Tcf4  -  transcription factor 4, Pbx1  -  pre b cell leukemia homeobox 1, Cdk6  -  cyclin-dependent kinase 6, Satb2  -  special at-rich sequence binding protein 2, Zbtb20  -  zinc finger and btb domain containing 20, Ascl1  -  achaete-scute complex homolog 1 (drosophila), Suz12  -  suppressor of zeste 12 homolog (drosophila), Zbtb18  -  zinc finger and btb domain containing 18, Foxp4  -  forkhead box p4, Tead2  -  tea domain family member 2, Gli2  -  gli-kruppel family member gli2, Epha5  -  eph receptor a5, Nrg1  -  neuregulin 1, Bcl11a  -  b cell cll/lymphoma 11a (zinc finger protein), Sfrp1  -  secreted frizzled-related protein 1, Basp1  -  brain abundant, membrane attached signal protein 1, Maf  -  avian musculoaponeurotic fibrosarcoma (v-maf) as42 oncogene homolog]"
GO:0008284,positive regulation of cell proliferation,4.81E-04,6.69E-02,2.89,12835,731,79,13,"[Suz12  -  suppressor of zeste 12 homolog (drosophila), Meis2  -  meis homeobox 2, Iqgap3  -  iq motif containing gtpase activating protein 3, Erbb4  -  v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian), Pdgfra  -  platelet derived growth factor receptor, alpha polypeptide, Cdc20  -  cell division cycle 20, Gli2  -  gli-kruppel family member gli2, Cdon  -  cell adhesion molecule-related/down-regulated by oncogenes, Rps3a1  -  ribosomal protein s3a1, Pbx1  -  pre b cell leukemia homeobox 1, Cdk6  -  cyclin-dependent kinase 6, Sfrp1  -  secreted frizzled-related protein 1, Ascl1  -  achaete-scute complex homolog 1 (drosophila)]"
GO:0050794,regulation of cellular process,4.90E-04,6.76E-02,1.33,12835,7208,79,59,"[Rps26  -  ribosomal protein s26, Nfib  -  nuclear factor i/b, Meis2  -  meis homeobox 2, Aff3  -  af4/fmr2 family, member 3, Erbb4  -  v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian), Dlx1  -  distal-less homeobox 1, Dleu2  -  deleted in lymphocytic leukemia, 2, Kank2  -  kn motif and ankyrin repeat domains 2, Rian  -  rna imprinted and accumulated in nucleus, Cdon  -  cell adhesion molecule-related/down-regulated by oncogenes, Boc  -  biregional cell adhesion molecule-related/down-regulated by oncogenes (cdon) binding protein, Pbx1  -  pre b cell leukemia homeobox 1, Tcf4  -  transcription factor 4, Suz12  -  suppressor of zeste 12 homolog (drosophila), Adcy2  -  adenylate cyclase 2, Heg1  -  heg homolog 1 (zebrafish), Meg3  -  maternally expressed 3, Grik2  -  glutamate receptor, ionotropic, kainate 2 (beta 2), Zbtb18  -  zinc finger and btb domain containing 18, Foxp4  -  forkhead box p4, Gli2  -  gli-kruppel family member gli2, Syne2  -  spectrin repeat containing, nuclear envelope 2, Msn  -  moesin, Bcl11a  -  b cell cll/lymphoma 11a (zinc finger protein), Clstn2  -  calsyntenin 2, Maf  -  avian musculoaponeurotic fibrosarcoma (v-maf) as42 oncogene homolog, Basp1  -  brain abundant, membrane attached signal protein 1, Hnrnpr  -  heterogeneous nuclear ribonucleoprotein r, Dlx6os1  -  dlx6 opposite strand rna 1, Bcl11b  -  b cell leukemia/lymphoma 11b, Tpt1  -  tumor protein, translationally-controlled 1, Pdgfra  -  platelet derived growth factor receptor, alpha polypeptide, Dscaml1  -  down syndrome cell adhesion molecule like 1, Pcdh11x  -  protocadherin 11 x-linked, Rps29  -  ribosomal protein s29, Rps3a1  -  ribosomal protein s3a1, Ctnnd2  -  catenin (cadherin associated protein), delta 2, Mllt3  -  myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, drosophila); translocated to, 3, Cdh8  -  cadherin 8, Sox6  -  sry-box containing gene 6, Kcnma1  -  potassium large conductance calcium-activated channel, subfamily m, alpha member 1, Cdk6  -  cyclin-dependent kinase 6, Satb2  -  special at-rich sequence binding protein 2, Ascl1  -  achaete-scute complex homolog 1 (drosophila), Zbtb20  -  zinc finger and btb domain containing 20, Nrg3  -  neuregulin 3, Iqgap3  -  iq motif containing gtpase activating protein 3, Neb  -  nebulin, Fat3  -  fat tumor suppressor homolog 3 (drosophila), Tead2  -  tea domain family member 2, Cdc20  -  cell division cycle 20, Epha3  -  eph receptor a3, Epha5  -  eph receptor a5, Abcd2  -  atp-binding cassette, sub-family d (ald), member 2, Nrg1  -  neuregulin 1, Celsr1  -  cadherin, egf lag seven-pass g-type receptor 1 (flamingo homolog, drosophila), Gpc4  -  glypican 4, Plxna2  -  plexin a2, Sfrp1  -  secreted frizzled-related protein 1]"
GO:0060487,lung epithelial cell differentiation,5.27E-04,7.20E-02,18.75,12835,26,79,3,"[Nfib  -  nuclear factor i/b, Foxp4  -  forkhead box p4, Ascl1  -  achaete-scute complex homolog 1 (drosophila)]"
GO:0021781,glial cell fate commitment,5.52E-04,7.48E-02,54.16,12835,6,79,2,"[Nrg1  -  neuregulin 1, Ascl1  -  achaete-scute complex homolog 1 (drosophila)]"
GO:2000739,regulation of mesenchymal stem cell differentiation,5.52E-04,7.41E-02,54.16,12835,6,79,2,"[Sox6  -  sry-box containing gene 6, Pdgfra  -  platelet derived growth factor receptor, alpha polypeptide]"
GO:0031326,regulation of cellular biosynthetic process,5.75E-04,7.64E-02,1.75,12835,2885,79,31,"[Nfib  -  nuclear factor i/b, Hnrnpr  -  heterogeneous nuclear ribonucleoprotein r, Meis2  -  meis homeobox 2, Dlx6os1  -  dlx6 opposite strand rna 1, Bcl11b  -  b cell leukemia/lymphoma 11b, Aff3  -  af4/fmr2 family, member 3, Erbb4  -  v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian), Dlx1  -  distal-less homeobox 1, Kank2  -  kn motif and ankyrin repeat domains 2, Rps3a1  -  ribosomal protein s3a1, Cdon  -  cell adhesion molecule-related/down-regulated by oncogenes, Mllt3  -  myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, drosophila); translocated to, 3, Sox6  -  sry-box containing gene 6, Tcf4  -  transcription factor 4, Pbx1  -  pre b cell leukemia homeobox 1, Cdk6  -  cyclin-dependent kinase 6, Satb2  -  special at-rich sequence binding protein 2, Zbtb20  -  zinc finger and btb domain containing 20, Ascl1  -  achaete-scute complex homolog 1 (drosophila), Suz12  -  suppressor of zeste 12 homolog (drosophila), Zbtb18  -  zinc finger and btb domain containing 18, Foxp4  -  forkhead box p4, Tead2  -  tea domain family member 2, Gli2  -  gli-kruppel family member gli2, Epha5  -  eph receptor a5, Abcd2  -  atp-binding cassette, sub-family d (ald), member 2, Nrg1  -  neuregulin 1, Bcl11a  -  b cell cll/lymphoma 11a (zinc finger protein), Sfrp1  -  secreted frizzled-related protein 1, Basp1  -  brain abundant, membrane attached signal protein 1, Maf  -  avian musculoaponeurotic fibrosarcoma (v-maf) as42 oncogene homolog]"
GO:0071310,cellular response to organic substance,5.77E-04,7.60E-02,2.57,12835,947,79,15,"[Adcy2  -  adenylate cyclase 2, Iqgap3  -  iq motif containing gtpase activating protein 3, Erbb4  -  v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian), Pdgfra  -  platelet derived growth factor receptor, alpha polypeptide, Rps16  -  ribosomal protein s16, Dlx1  -  distal-less homeobox 1, Tead2  -  tea domain family member 2, Gli2  -  gli-kruppel family member gli2, Epha3  -  eph receptor a3, Epha5  -  eph receptor a5, Msn  -  moesin, Sox6  -  sry-box containing gene 6, Sfrp1  -  secreted frizzled-related protein 1, Satb2  -  special at-rich sequence binding protein 2, Zbtb20  -  zinc finger and btb domain containing 20]"
GO:0060479,lung cell differentiation,5.90E-04,7.70E-02,18.05,12835,27,79,3,"[Nfib  -  nuclear factor i/b, Foxp4  -  forkhead box p4, Ascl1  -  achaete-scute complex homolog 1 (drosophila)]"
GO:0010556,regulation of macromolecule biosynthetic process,5.91E-04,7.64E-02,1.77,12835,2755,79,30,"[Nfib  -  nuclear factor i/b, Hnrnpr  -  heterogeneous nuclear ribonucleoprotein r, Meis2  -  meis homeobox 2, Dlx6os1  -  dlx6 opposite strand rna 1, Bcl11b  -  b cell leukemia/lymphoma 11b, Aff3  -  af4/fmr2 family, member 3, Erbb4  -  v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian), Dlx1  -  distal-less homeobox 1, Kank2  -  kn motif and ankyrin repeat domains 2, Rps3a1  -  ribosomal protein s3a1, Cdon  -  cell adhesion molecule-related/down-regulated by oncogenes, Mllt3  -  myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, drosophila); translocated to, 3, Sox6  -  sry-box containing gene 6, Tcf4  -  transcription factor 4, Pbx1  -  pre b cell leukemia homeobox 1, Cdk6  -  cyclin-dependent kinase 6, Satb2  -  special at-rich sequence binding protein 2, Zbtb20  -  zinc finger and btb domain containing 20, Ascl1  -  achaete-scute complex homolog 1 (drosophila), Suz12  -  suppressor of zeste 12 homolog (drosophila), Zbtb18  -  zinc finger and btb domain containing 18, Foxp4  -  forkhead box p4, Tead2  -  tea domain family member 2, Gli2  -  gli-kruppel family member gli2, Epha5  -  eph receptor a5, Nrg1  -  neuregulin 1, Bcl11a  -  b cell cll/lymphoma 11a (zinc finger protein), Sfrp1  -  secreted frizzled-related protein 1, Basp1  -  brain abundant, membrane attached signal protein 1, Maf  -  avian musculoaponeurotic fibrosarcoma (v-maf) as42 oncogene homolog]"
GO:0051962,positive regulation of nervous system development,6.12E-04,7.85E-02,3.19,12835,561,79,11,"[Nrg1  -  neuregulin 1, Cdon  -  cell adhesion molecule-related/down-regulated by oncogenes, Plxna2  -  plexin a2, Bcl11a  -  b cell cll/lymphoma 11a (zinc finger protein), Tcf4  -  transcription factor 4, Clstn2  -  calsyntenin 2, Dlx1  -  distal-less homeobox 1, Cdc20  -  cell division cycle 20, Gli2  -  gli-kruppel family member gli2, Epha3  -  eph receptor a3, Ascl1  -  achaete-scute complex homolog 1 (drosophila)]"
GO:0042476,odontogenesis,6.38E-04,8.11E-02,10.15,12835,64,79,4,"[Bcl11b  -  b cell leukemia/lymphoma 11b, Pdgfra  -  platelet derived growth factor receptor, alpha polypeptide, Dlx1  -  distal-less homeobox 1, Gli2  -  gli-kruppel family member gli2]"
GO:0048522,positive regulation of cellular process,6.56E-04,8.26E-02,1.57,12835,4037,79,39,"[Nfib  -  nuclear factor i/b, Hnrnpr  -  heterogeneous nuclear ribonucleoprotein r, Meis2  -  meis homeobox 2, Dlx6os1  -  dlx6 opposite strand rna 1, Bcl11b  -  b cell leukemia/lymphoma 11b, Erbb4  -  v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian), Pdgfra  -  platelet derived growth factor receptor, alpha polypeptide, Dlx1  -  distal-less homeobox 1, Rps29  -  ribosomal protein s29, Cdon  -  cell adhesion molecule-related/down-regulated by oncogenes, Boc  -  biregional cell adhesion molecule-related/down-regulated by oncogenes (cdon) binding protein, Rps3a1  -  ribosomal protein s3a1, Mllt3  -  myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, drosophila); translocated to, 3, Sox6  -  sry-box containing gene 6, Pbx1  -  pre b cell leukemia homeobox 1, Tcf4  -  transcription factor 4, Kcnma1  -  potassium large conductance calcium-activated channel, subfamily m, alpha member 1, Cdk6  -  cyclin-dependent kinase 6, Satb2  -  special at-rich sequence binding protein 2, Zbtb20  -  zinc finger and btb domain containing 20, Ascl1  -  achaete-scute complex homolog 1 (drosophila), Suz12  -  suppressor of zeste 12 homolog (drosophila), Grik2  -  glutamate receptor, ionotropic, kainate 2 (beta 2), Iqgap3  -  iq motif containing gtpase activating protein 3, Zbtb18  -  zinc finger and btb domain containing 18, Tead2  -  tea domain family member 2, Gli2  -  gli-kruppel family member gli2, Cdc20  -  cell division cycle 20, Epha3  -  eph receptor a3, Epha5  -  eph receptor a5, Nrg1  -  neuregulin 1, Abcd2  -  atp-binding cassette, sub-family d (ald), member 2, Syne2  -  spectrin repeat containing, nuclear envelope 2, Msn  -  moesin, Plxna2  -  plexin a2, Bcl11a  -  b cell cll/lymphoma 11a (zinc finger protein), Clstn2  -  calsyntenin 2, Sfrp1  -  secreted frizzled-related protein 1, Maf  -  avian musculoaponeurotic fibrosarcoma (v-maf) as42 oncogene homolog]"
GO:0030182,neuron differentiation,6.60E-04,8.24E-02,4.76,12835,239,79,7,"[Bcl11b  -  b cell leukemia/lymphoma 11b, Erbb4  -  v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian), Kcnma1  -  potassium large conductance calcium-activated channel, subfamily m, alpha member 1, Dlx1  -  distal-less homeobox 1, Sfrp1  -  secreted frizzled-related protein 1, Gli2  -  gli-kruppel family member gli2, Ascl1  -  achaete-scute complex homolog 1 (drosophila)]"
GO:0009059,macromolecule biosynthetic process,6.77E-04,8.38E-02,2.79,12835,758,79,13,"[Rps26  -  ribosomal protein s26, Nfib  -  nuclear factor i/b, Aff3  -  af4/fmr2 family, member 3, Rpl8  -  ribosomal protein l8, Rps16  -  ribosomal protein s16, Rpl28  -  ribosomal protein l28, Rps29  -  ribosomal protein s29, Rps3a1  -  ribosomal protein s3a1, B3galt1  -  udp-gal:betaglcnac beta 1,3-galactosyltransferase, polypeptide 1, Rpsa  -  ribosomal protein sa, Rpl37a  -  ribosomal protein l37a, Rbms1  -  rna binding motif, single stranded interacting protein 1, Rpl7  -  ribosomal protein l7]"
GO:0048706,embryonic skeletal system development,7.31E-04,8.97E-02,16.81,12835,29,79,3,"[Pbx1  -  pre b cell leukemia homeobox 1, Etl4  -  enhancer trap locus 4, Dlx1  -  distal-less homeobox 1]"
GO:0051094,positive regulation of developmental process,7.57E-04,9.21E-02,2.32,12835,1188,79,17,"[Iqgap3  -  iq motif containing gtpase activating protein 3, Erbb4  -  v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian), Pdgfra  -  platelet derived growth factor receptor, alpha polypeptide, Dlx1  -  distal-less homeobox 1, Cdc20  -  cell division cycle 20, Gli2  -  gli-kruppel family member gli2, Epha3  -  eph receptor a3, Nrg1  -  neuregulin 1, Boc  -  biregional cell adhesion molecule-related/down-regulated by oncogenes (cdon) binding protein, Cdon  -  cell adhesion molecule-related/down-regulated by oncogenes, Plxna2  -  plexin a2, Sox6  -  sry-box containing gene 6, Bcl11a  -  b cell cll/lymphoma 11a (zinc finger protein), Tcf4  -  transcription factor 4, Clstn2  -  calsyntenin 2, Sfrp1  -  secreted frizzled-related protein 1, Ascl1  -  achaete-scute complex homolog 1 (drosophila)]"
GO:0060601,lateral sprouting from an epithelium,7.70E-04,9.30E-02,46.42,12835,7,79,2,"[Celsr1  -  cadherin, egf lag seven-pass g-type receptor 1 (flamingo homolog, drosophila), Gli2  -  gli-kruppel family member gli2]"
GO:0009889,regulation of biosynthetic process,8.21E-04,9.83E-02,1.71,12835,2943,79,31,"[Nfib  -  nuclear factor i/b, Hnrnpr  -  heterogeneous nuclear ribonucleoprotein r, Meis2  -  meis homeobox 2, Dlx6os1  -  dlx6 opposite strand rna 1, Bcl11b  -  b cell leukemia/lymphoma 11b, Aff3  -  af4/fmr2 family, member 3, Erbb4  -  v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian), Dlx1  -  distal-less homeobox 1, Kank2  -  kn motif and ankyrin repeat domains 2, Rps3a1  -  ribosomal protein s3a1, Cdon  -  cell adhesion molecule-related/down-regulated by oncogenes, Mllt3  -  myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, drosophila); translocated to, 3, Sox6  -  sry-box containing gene 6, Tcf4  -  transcription factor 4, Pbx1  -  pre b cell leukemia homeobox 1, Cdk6  -  cyclin-dependent kinase 6, Satb2  -  special at-rich sequence binding protein 2, Zbtb20  -  zinc finger and btb domain containing 20, Ascl1  -  achaete-scute complex homolog 1 (drosophila), Suz12  -  suppressor of zeste 12 homolog (drosophila), Zbtb18  -  zinc finger and btb domain containing 18, Foxp4  -  forkhead box p4, Tead2  -  tea domain family member 2, Gli2  -  gli-kruppel family member gli2, Epha5  -  eph receptor a5, Abcd2  -  atp-binding cassette, sub-family d (ald), member 2, Nrg1  -  neuregulin 1, Bcl11a  -  b cell cll/lymphoma 11a (zinc finger protein), Sfrp1  -  secreted frizzled-related protein 1, Basp1  -  brain abundant, membrane attached signal protein 1, Maf  -  avian musculoaponeurotic fibrosarcoma (v-maf) as42 oncogene homolog]"
GO:0031324,negative regulation of cellular metabolic process,8.22E-04,9.76E-02,1.96,12835,1902,79,23,"[Suz12  -  suppressor of zeste 12 homolog (drosophila), Rps26  -  ribosomal protein s26, Heg1  -  heg homolog 1 (zebrafish), Nfib  -  nuclear factor i/b, Hnrnpr  -  heterogeneous nuclear ribonucleoprotein r, Zbtb18  -  zinc finger and btb domain containing 18, Foxp4  -  forkhead box p4, Dlx1  -  distal-less homeobox 1, Gli2  -  gli-kruppel family member gli2, Kank2  -  kn motif and ankyrin repeat domains 2, Pcdh11x  -  protocadherin 11 x-linked, Abcd2  -  atp-binding cassette, sub-family d (ald), member 2, Nrg1  -  neuregulin 1, Sox6  -  sry-box containing gene 6, Bcl11a  -  b cell cll/lymphoma 11a (zinc finger protein), Tcf4  -  transcription factor 4, Cdk6  -  cyclin-dependent kinase 6, Sfrp1  -  secreted frizzled-related protein 1, Satb2  -  special at-rich sequence binding protein 2, Basp1  -  brain abundant, membrane attached signal protein 1, Maf  -  avian musculoaponeurotic fibrosarcoma (v-maf) as42 oncogene homolog, Zbtb20  -  zinc finger and btb domain containing 20, Ascl1  -  achaete-scute complex homolog 1 (drosophila)]"
GO:0031323,regulation of cellular metabolic process,8.35E-04,9.84E-02,1.52,12835,4380,79,41,"[Rps26  -  ribosomal protein s26, Nfib  -  nuclear factor i/b, Hnrnpr  -  heterogeneous nuclear ribonucleoprotein r, Meis2  -  meis homeobox 2, Dlx6os1  -  dlx6 opposite strand rna 1, Bcl11b  -  b cell leukemia/lymphoma 11b, Aff3  -  af4/fmr2 family, member 3, Erbb4  -  v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian), Pdgfra  -  platelet derived growth factor receptor, alpha polypeptide, Dlx1  -  distal-less homeobox 1, Kank2  -  kn motif and ankyrin repeat domains 2, Pcdh11x  -  protocadherin 11 x-linked, Cdon  -  cell adhesion molecule-related/down-regulated by oncogenes, Rps3a1  -  ribosomal protein s3a1, Mllt3  -  myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, drosophila); translocated to, 3, Sox6  -  sry-box containing gene 6, Pbx1  -  pre b cell leukemia homeobox 1, Tcf4  -  transcription factor 4, Kcnma1  -  potassium large conductance calcium-activated channel, subfamily m, alpha member 1, Cdk6  -  cyclin-dependent kinase 6, Satb2  -  special at-rich sequence binding protein 2, Zbtb20  -  zinc finger and btb domain containing 20, Ascl1  -  achaete-scute complex homolog 1 (drosophila), Suz12  -  suppressor of zeste 12 homolog (drosophila), Heg1  -  heg homolog 1 (zebrafish), Grik2  -  glutamate receptor, ionotropic, kainate 2 (beta 2), Iqgap3  -  iq motif containing gtpase activating protein 3, Zbtb18  -  zinc finger and btb domain containing 18, Foxp4  -  forkhead box p4, Tead2  -  tea domain family member 2, Gli2  -  gli-kruppel family member gli2, Cdc20  -  cell division cycle 20, Epha3  -  eph receptor a3, Epha5  -  eph receptor a5, Nrg1  -  neuregulin 1, Abcd2  -  atp-binding cassette, sub-family d (ald), member 2, Msn  -  moesin, Bcl11a  -  b cell cll/lymphoma 11a (zinc finger protein), Sfrp1  -  secreted frizzled-related protein 1, Maf  -  avian musculoaponeurotic fibrosarcoma (v-maf) as42 oncogene homolog, Basp1  -  brain abundant, membrane attached signal protein 1]"
GO:0048732,gland development,8.58E-04,1.00E-01,5.39,12835,181,79,6,"[Nrg3  -  neuregulin 3, Meg3  -  maternally expressed 3, Bcl11b  -  b cell leukemia/lymphoma 11b, Pbx1  -  pre b cell leukemia homeobox 1, Pdgfra  -  platelet derived growth factor receptor, alpha polypeptide, Gli2  -  gli-kruppel family member gli2]"
GO:0019219,regulation of nucleobase-containing compound metabolic process,9.20E-04,1.07E-01,1.72,12835,2826,79,30,"[Rps26  -  ribosomal protein s26, Nfib  -  nuclear factor i/b, Hnrnpr  -  heterogeneous nuclear ribonucleoprotein r, Meis2  -  meis homeobox 2, Dlx6os1  -  dlx6 opposite strand rna 1, Bcl11b  -  b cell leukemia/lymphoma 11b, Aff3  -  af4/fmr2 family, member 3, Erbb4  -  v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian), Dlx1  -  distal-less homeobox 1, Kank2  -  kn motif and ankyrin repeat domains 2, Cdon  -  cell adhesion molecule-related/down-regulated by oncogenes, Mllt3  -  myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, drosophila); translocated to, 3, Sox6  -  sry-box containing gene 6, Tcf4  -  transcription factor 4, Pbx1  -  pre b cell leukemia homeobox 1, Cdk6  -  cyclin-dependent kinase 6, Satb2  -  special at-rich sequence binding protein 2, Zbtb20  -  zinc finger and btb domain containing 20, Ascl1  -  achaete-scute complex homolog 1 (drosophila), Suz12  -  suppressor of zeste 12 homolog (drosophila), Zbtb18  -  zinc finger and btb domain containing 18, Foxp4  -  forkhead box p4, Tead2  -  tea domain family member 2, Gli2  -  gli-kruppel family member gli2, Epha5  -  eph receptor a5, Nrg1  -  neuregulin 1, Bcl11a  -  b cell cll/lymphoma 11a (zinc finger protein), Sfrp1  -  secreted frizzled-related protein 1, Basp1  -  brain abundant, membrane attached signal protein 1, Maf  -  avian musculoaponeurotic fibrosarcoma (v-maf) as42 oncogene homolog]"
GO:0009887,animal organ morphogenesis,9.35E-04,1.07E-01,3.55,12835,412,79,9,"[Msn  -  moesin, Meis2  -  meis homeobox 2, Bcl11b  -  b cell leukemia/lymphoma 11b, Pbx1  -  pre b cell leukemia homeobox 1, Pdgfra  -  platelet derived growth factor receptor, alpha polypeptide, Dlx1  -  distal-less homeobox 1, Satb2  -  special at-rich sequence binding protein 2, Gli2  -  gli-kruppel family member gli2, Dscaml1  -  down syndrome cell adhesion molecule like 1]"
GO:0021515,cell differentiation in spinal cord,9.79E-04,1.12E-01,15.23,12835,32,79,3,"[Sox6  -  sry-box containing gene 6, Gli2  -  gli-kruppel family member gli2, Ascl1  -  achaete-scute complex homolog 1 (drosophila)]"
